condition_group,condition,age_group,number_covid19_deaths
Circulatory diseases,Other diseases of the circulatory system,85+,2266.447757787131
Circulatory diseases,Other diseases of the circulatory system,All Ages,16333.16926117174
Circulatory diseases,Other diseases of the circulatory system,All Ages,8557.60117665777
Sepsis,Sepsis,0-24,48.71249900559039
Sepsis,Sepsis,0-24,21.72314144843896
Sepsis,Sepsis,25-34,181.0261787369913
Sepsis,Sepsis,25-34,93.47533592964642
Sepsis,Sepsis,35-44,502.9236383820413
Sepsis,Sepsis,35-44,276.4763457074049
Sepsis,Sepsis,45-54,1598.954866007825
Sepsis,Sepsis,45-54,761.6265047225417
Sepsis,Sepsis,55-64,3864.7443467813673
Sepsis,Sepsis,55-64,2046.5832352483853
Sepsis,Sepsis,65-74,6530.766251817057
Sepsis,Sepsis,65-74,3340.755843964476
Sepsis,Sepsis,75-84,6274.038216517324
Sepsis,Sepsis,75-84,2932.624095539259
Sepsis,Sepsis,85+,4325.538256293708
Sepsis,Sepsis,85+,1683.2143237472246
Sepsis,Sepsis,All Ages,23327.362530555496
Sepsis,Sepsis,All Ages,11156.478826307377
Malignant neoplasms,Malignant neoplasms,0-24,30.93901963868579
Malignant neoplasms,Malignant neoplasms,0-24,15.798648326137425
Malignant neoplasms,Malignant neoplasms,25-34,46.73766796482321
Malignant neoplasms,Malignant neoplasms,25-34,26.989357557151433
Malignant neoplasms,Malignant neoplasms,35-44,149.42888208471646
Malignant neoplasms,Malignant neoplasms,35-44,69.11908642685123
Malignant neoplasms,Malignant neoplasms,45-54,460.13563249875244
Malignant neoplasms,Malignant neoplasms,45-54,273.18496063945963
Malignant neoplasms,Malignant neoplasms,55-64,1637.7932098095796
Malignant neoplasms,Malignant neoplasms,55-64,850.4939015570646
Malignant neoplasms,Malignant neoplasms,65-74,3336.1479048693527
Malignant neoplasms,Malignant neoplasms,65-74,1776.689659676871
Malignant neoplasms,Malignant neoplasms,75-84,3907.532352664656
Malignant neoplasms,Malignant neoplasms,75-84,2039.3421880989058
Malignant neoplasms,Malignant neoplasms,85+,3151.830341064416
Malignant neoplasms,Malignant neoplasms,85+,1421.2200723387791
Malignant neoplasms,Malignant neoplasms,All Ages,12720.545010594982
Malignant neoplasms,Malignant neoplasms,All Ages,6472.83787462122
Diabetes,Diabetes,0-24,53.32043810071381
Diabetes,Diabetes,0-24,14.482094298959305
Diabetes,Diabetes,25-34,232.37178579693793
Diabetes,Diabetes,25-34,93.47533592964642
Diabetes,Diabetes,35-44,832.062145176571
Diabetes,Diabetes,35-44,332.42989186247496
Diabetes,Diabetes,45-54,2554.7730897391393
Diabetes,Diabetes,45-54,1080.8908563132354
Diabetes,Diabetes,55-64,6469.546489553275
Diabetes,Diabetes,55-64,2874.037441329833
Diabetes,Diabetes,65-74,11082.751800785403
Diabetes,Diabetes,65-74,4997.639087168139
Diabetes,Diabetes,75-84,11460.602806585523
Diabetes,Diabetes,75-84,4823.8539555806265
Diabetes,Diabetes,85+,8343.002870227738
Diabetes,Diabetes,85+,2935.2572035936155
Diabetes,Diabetes,All Ages,41029.08970297889
Diabetes,Diabetes,All Ages,17152.06586607653
Obesity,Obesity,0-24,105.98259918783855
Obesity,Obesity,0-24,32.91385067945296
Obesity,Obesity,25-34,413.39796453392927
Obesity,Obesity,25-34,156.66992923419613
Obesity,Obesity,35-44,903.1560626441894
Obesity,Obesity,35-44,339.6709390119546
Obesity,Obesity,45-54,1614.0952373203734
Obesity,Obesity,45-54,714.2305597441293
Obesity,Obesity,55-64,2450.107044578479
Obesity,Obesity,55-64,1165.8085910662242
Obesity,Obesity,65-74,2548.1903196032486
Obesity,Obesity,65-74,1267.1832511589391
Obesity,Obesity,75-84,1414.6373022028886
Obesity,Obesity,75-84,576.6506639040159
Obesity,Obesity,85+,381.1423908680653
Obesity,Obesity,85+,127.04746362268845
Obesity,Obesity,All Ages,9830.708920939012
Obesity,Obesity,All Ages,4380.1752484216
Alzheimer disease,Alzheimer disease,0-24,0.0
Alzheimer disease,Alzheimer disease,0-24,0.0
Alzheimer disease,Alzheimer disease,25-34,0.0
Alzheimer disease,Alzheimer disease,25-34,0.0
Alzheimer disease,Alzheimer disease,35-44,1.974831040767178
Alzheimer disease,Alzheimer disease,35-44,0.0
Alzheimer disease,Alzheimer disease,45-54,5.924493122301534
Alzheimer disease,Alzheimer disease,45-54,3.2913850679452965
Alzheimer disease,Alzheimer disease,55-64,83.60118072581054
Alzheimer disease,Alzheimer disease,55-64,27.647634570740493
Alzheimer disease,Alzheimer disease,65-74,651.0359664395796
Alzheimer disease,Alzheimer disease,65-74,203.40759719901934
Alzheimer disease,Alzheimer disease,75-84,2887.2029816016143
Alzheimer disease,Alzheimer disease,75-84,919.6129879839159
Alzheimer disease,Alzheimer disease,85+,6441.240577968945
Alzheimer disease,Alzheimer disease,85+,2076.205700859893
Alzheimer disease,Alzheimer disease,All Ages,10070.980030899018
Alzheimer disease,Alzheimer disease,All Ages,3230.165305681514
Vascular and unspecified dementia,Vascular and unspecified dementia,0-24,0.0
Vascular and unspecified dementia,Vascular and unspecified dementia,0-24,0.0
Vascular and unspecified dementia,Vascular and unspecified dementia,25-34,0.6582770135890593
Vascular and unspecified dementia,Vascular and unspecified dementia,25-34,0.0
Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,1.974831040767178
Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,1.3165540271781186
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,28.96418859791861
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,5.924493122301534
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,366.66029656910604
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,100.71638307912608
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,2409.2938697359573
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,642.4783652629219
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,8224.513007781707
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,2368.4806948934356
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,16788.696954575367
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,5023.311890698112
Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,27821.419702328003
Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,8142.228381083075
Renal failure,Renal failure,0-24,27.647634570740493
Renal failure,Renal failure,0-24,15.798648326137425
Renal failure,Renal failure,25-34,156.66992923419613
Renal failure,Renal failure,25-34,80.9680726714543
Renal failure,Renal failure,35-44,445.65353819979316
Renal failure,Renal failure,35-44,235.66317086488323
Renal failure,Renal failure,45-54,1333.6692295314342
Renal failure,Renal failure,45-54,776.76687603509
Renal failure,Renal failure,55-64,3303.8923312034885
Renal failure,Renal failure,55-64,2022.8852627591793
Renal failure,Renal failure,65-74,6009.410857054522
Renal failure,Renal failure,65-74,3561.278643516811
Renal failure,Renal failure,75-84,6723.641416798652
Renal failure,Renal failure,75-84,3731.1141130227884
Renal failure,Renal failure,85+,5938.3169395869045
Renal failure,Renal failure,85+,2916.167170199533
Renal failure,Renal failure,All Ages,23940.876707220497
Renal failure,Renal failure,All Ages,13340.641957395876
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,103.34949113348232
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,42.1297288696998
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,261.3359743948566
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,71.75219448120747
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,350.8616482429686
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,130.33884869063374
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,532.546103993549
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,260.01942036767844
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,1049.9518366745497
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,583.8917110534957
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,1698.3546950597731
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,896.5732925082988
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,2258.5484336240625
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,1180.9489623787724
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,3083.369531651154
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,1478.4901725210273
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,9338.317714774395
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,4646.119161911581
All other conditions and causes (residual),All other conditions and causes (residual),0-24,414.0562415475183
All other conditions and causes (residual),All other conditions and causes (residual),0-24,181.0261787369913
All other conditions and causes (residual),All other conditions and causes (residual),25-34,1095.3729506121947
All other conditions and causes (residual),All other conditions and causes (residual),25-34,510.164685531521
All other conditions and causes (residual),All other conditions and causes (residual),35-44,2548.1903196032486
All other conditions and causes (residual),All other conditions and causes (residual),35-44,1253.359433873569
All other conditions and causes (residual),All other conditions and causes (residual),45-54,6886.894116168739
All other conditions and causes (residual),All other conditions and causes (residual),45-54,3436.8642879484787
All other conditions and causes (residual),All other conditions and causes (residual),55-64,17617.467714683993
All other conditions and causes (residual),All other conditions and causes (residual),55-64,9483.796934777578
All other conditions and causes (residual),All other conditions and causes (residual),65-74,32247.674341700837
All other conditions and causes (residual),All other conditions and causes (residual),65-74,16972.356241366717
All other conditions and causes (residual),All other conditions and causes (residual),75-84,38678.382487452356
All other conditions and causes (residual),All other conditions and causes (residual),75-84,19522.52139201073
All other conditions and causes (residual),All other conditions and causes (residual),85+,41004.0751764625
All other conditions and causes (residual),All other conditions and causes (residual),85+,18608.832897149117
All other conditions and causes (residual),All other conditions and causes (residual),All Ages,140498.0378413537
All other conditions and causes (residual),All other conditions and causes (residual),All Ages,69968.92205139471
COVID-19,COVID-19,0-24,490.4163751238492
COVID-19,COVID-19,0-24,174.4434086011007
COVID-19,COVID-19,25-34,1698.3546950597731
COVID-19,COVID-19,25-34,683.9498171190327
COVID-19,COVID-19,35-44,4415.72220715541
COVID-19,COVID-19,35-44,1814.2114494514476
COVID-19,COVID-19,45-54,11954.968843790906
COVID-19,COVID-19,45-54,5488.055462291987
COVID-19,COVID-19,55-64,29759.387230334192
COVID-19,COVID-19,55-64,14567.012033712293
COVID-19,COVID-19,65-74,53694.33944443239
COVID-19,COVID-19,65-74,26082.251832425707
COVID-19,COVID-19,75-84,69343.5588884851
COVID-19,COVID-19,75-84,30782.34970945159
COVID-19,COVID-19,85+,80173.5323160523
COVID-19,COVID-19,85+,30246.512220390097
COVID-19,COVID-19,All Ages,251535.54621654263
COVID-19,COVID-19,All Ages,109839.44421045684
Respiratory diseases,Influenza and pneumonia,0-24,0.0
Respiratory diseases,Influenza and pneumonia,0-24,0.0
Respiratory diseases,Influenza and pneumonia,0-24,5.924493122301534
Respiratory diseases,Influenza and pneumonia,0-24,19.74831040767178
Respiratory diseases,Influenza and pneumonia,0-24,13.165540271781186
Respiratory diseases,Influenza and pneumonia,0-24,11.848986244603068
Respiratory diseases,Influenza and pneumonia,0-24,25.014526516384255
Respiratory diseases,Influenza and pneumonia,0-24,21.72314144843896
Respiratory diseases,Influenza and pneumonia,0-24,9.87415520383589
Respiratory diseases,Influenza and pneumonia,0-24,6.582770135890593
Respiratory diseases,Influenza and pneumonia,0-24,14.482094298959305
Respiratory diseases,Influenza and pneumonia,0-24,42.1297288696998
